country_region_code	country_region	place_id	date	retail_and_recreation_percent_change_from_baseline	grocery_and_pharmacy_percent_change_from_baseline	parks_percent_change_from_baseline	transit_stations_percent_change_from_baseline	workplaces_percent_change_from_baseline	residential_percent_change_from_baseline
FI	Finland	Rovaniemi	09.10.2021	-22	-7	3	-46	-8	0
FI	Finland	Rovaniemi	10.10.2021	-21	0	-4	-47	-11	0
FI	Finland	Rovaniemi	11.10.2021	-12	-1	-19	-48	-19	5
FI	Finland	Rovaniemi	12.10.2021	-13	-1	-16	-45	-19	5
FI	Finland	Rovaniemi	13.10.2021	-13	-5	-8	-52	-19	3
FI	Finland	Rovaniemi	14.10.2021	-14	-2	-21	-45	-20	3
FI	Finland	Rovaniemi	15.10.2021	-12	-2	-30	-33	-21	4
FI	Finland	Rovaniemi	16.10.2021	-16	-7	-19	-37	-11	2
FI	Finland	Rovaniemi	17.10.2021	-18	-3	-10	-40	-10	1
FI	Finland	Rovaniemi	18.10.2021	-5	0	10	-42	-38	4
FI	Finland	Rovaniemi	19.10.2021	-6	0	17	-36	-36	3
FI	Finland	Rovaniemi	20.10.2021	-12	-7	-17	-47	-37	6
FI	Finland	Rovaniemi	21.10.2021	-11	-3	-9	-40	-40	6
FI	Finland	Rovaniemi	22.10.2021	-14	-4	-6	-36	-41	7
FI	Finland	Rovaniemi	23.10.2021	-17	-7	-4	-34	-15	1
FI	Finland	Rovaniemi	24.10.2021	-21	0	-6	-33	-13	1
FI	Finland	Rovaniemi	25.10.2021	-10	0	-16	-38	-18	5
FI	Finland	Rovaniemi	26.10.2021	-9	0	-16	-43	-17	5
FI	Finland	Rovaniemi	27.10.2021	-9	1	-18	-41	-18	5
FI	Finland	Rovaniemi	28.10.2021	-9	-2	-20	-38	-18	5
FI	Finland	Rovaniemi	29.10.2021	-1	5	-11	-39	-20	4
FI	Finland	Rovaniemi	30.10.2021	8	3	-13	-35	-10	2
FI	Finland	Rovaniemi	31.10.2021	-3	2	-9	-24	-9	1
FI	Finland	Rovaniemi	01.11.2021	-8	4	-22	-40	-16	3
FI	Finland	Rovaniemi	02.11.2021	-14	2	-19	-37	-15	5
FI	Finland	Rovaniemi	03.11.2021	-10	0	-15	-46	-16	4
FI	Finland	Rovaniemi	04.11.2021	-11	-1	-32	-38	-17	5
FI	Finland	Rovaniemi	05.11.2021	-8	2	-23	-34	-20	4
FI	Finland	Rovaniemi	06.11.2021	-26	-12	-13	-41	-17	2
FI	Finland	Rovaniemi	07.11.2021	-17	-1	0	-34	-12	1
FI	Finland	Rovaniemi	08.11.2021	-12	-2	-22	-38	-16	4
FI	Finland	Rovaniemi	09.11.2021	-16	-3	-25	-38	-15	6
FI	Finland	Rovaniemi	10.11.2021	-14	-3	-30	-44	-16	5
FI	Finland	Rovaniemi	11.11.2021	-9	-1	-21	-27	-17	4
FI	Finland	Rovaniemi	12.11.2021	-11	-2	-16	-31	-19	4
FI	Finland	Rovaniemi	13.11.2021	-10	-3	-13	-29	-11	2
FI	Finland	Rovaniemi	14.11.2021	-20	-8	-5	-33	-12	0
FI	Finland	Rovaniemi	15.11.2021	-11	2	-19	-24	-17	5
FI	Finland	Rovaniemi	16.11.2021	-6	1	7	-33	-16	5
FI	Finland	Rovaniemi	17.11.2021	-8	-2	-12	-29	-18	5
FI	Finland	Rovaniemi	18.11.2021	-9	0	-6	-22	-18	5
FI	Finland	Rovaniemi	19.11.2021	-8	-2	-5	-30	-19	5
FI	Finland	Rovaniemi	20.11.2021	2	-2	8	-24	-4	2
FI	Finland	Rovaniemi	21.11.2021	-7	1	19	-12	-6	2
FI	Finland	Rovaniemi	22.11.2021	-7	-1	2	-27	-17	6
FI	Finland	Rovaniemi	23.11.2021	-7	-2	12	-24	-17	5
FI	Finland	Rovaniemi	24.11.2021	-6	-1	1	-20	-18	5
FI	Finland	Rovaniemi	25.11.2021	-5	-1	-2	-22	-20	6
FI	Finland	Rovaniemi	26.11.2021	3	-1	-11	-16	-18	5
FI	Finland	Rovaniemi	27.11.2021	-7	-9	-17	-22	-7	4
FI	Finland	Rovaniemi	28.11.2021	0	2	4	-17	-8	3
FI	Finland	Rovaniemi	29.11.2021	-4	-1	-6	-19	-18	6
FI	Finland	Rovaniemi	30.11.2021	-7	1	-14	-28	-19	7
FI	Finland	Rovaniemi	01.12.2021	-3	7	-18	-12	-20	6
FI	Finland	Rovaniemi	02.12.2021	-1	6	1	-7	-22	5
FI	Finland	Rovaniemi	03.12.2021	-2	5	5	-14	-25	6
FI	Finland	Rovaniemi	04.12.2021	-2	1	15	26	-9	3
FI	Finland	Rovaniemi	05.12.2021	10	-7	21	17	-13	7
FI	Finland	Rovaniemi	06.12.2021	-38	-20	28	-10	-80	20
FI	Finland	Rovaniemi	07.12.2021	4	5	25	-1	-20	7
FI	Finland	Rovaniemi	08.12.2021	3	5	13	22	-18	7
FI	Finland	Rovaniemi	09.12.2021	0	0	7	-10	-18	8
FI	Finland	Rovaniemi	10.12.2021	-1	0	15	-15	-16	6
FI	Finland	Rovaniemi	11.12.2021	2	1	21	17	4	2
FI	Finland	Rovaniemi	12.12.2021	4	9	29	21	-3	4
FI	Finland	Rovaniemi	13.12.2021	4	6	18	-17	-18	6
FI	Finland	Rovaniemi	14.12.2021	1	6	18	-4	-18	6
FI	Finland	Rovaniemi	15.12.2021	7	7	16	-8	-17	5
FI	Finland	Rovaniemi	16.12.2021	8	7	22	-2	-18	5
FI	Finland	Rovaniemi	17.12.2021	-1	3	5	-16	-17	7
FI	Finland	Rovaniemi	18.12.2021	2	9	19	15	-3	3
FI	Finland	Rovaniemi	19.12.2021	17	17	38	33	4	3
FI	Finland	Rovaniemi	20.12.2021	19	19	31	-6	-24	6
FI	Finland	Rovaniemi	21.12.2021	19	25	33	-2	-24	7
FI	Finland	Rovaniemi	22.12.2021	20	35	23	41	-29	7
FI	Finland	Rovaniemi	23.12.2021	19	36	43	37	-49	7
FI	Finland	Rovaniemi	24.12.2021	-56	-48	45	-54	-82	21
FI	Finland	Rovaniemi	25.12.2021	-47	-59	25	-30	-41	7
FI	Finland	Rovaniemi	26.12.2021	3	-3	30	34	-14	2
FI	Finland	Rovaniemi	27.12.2021	8	6	48	22	-51	10
FI	Finland	Rovaniemi	28.12.2021	5	4	54	6	-49	11
FI	Finland	Rovaniemi	29.12.2021	6	4	58	20	-47	10
FI	Finland	Rovaniemi	30.12.2021	8	14	63	4	-48	11
FI	Finland	Rovaniemi	31.12.2021	-15	3	62	-35	-53	12
HU	Hungary	Budapest	01.01.2021	-89	-92	-18	-79	-90	29
HU	Hungary	Budapest	02.01.2021	-58	-33	-18	-54	-32	10
HU	Hungary	Budapest	03.01.2021	-53	-20	-22	-50	-19	9
HU	Hungary	Budapest	04.01.2021	-44	-15	-25	-48	-38	17
HU	Hungary	Budapest	05.01.2021	-44	-12	-19	-48	-38	16
HU	Hungary	Budapest	06.01.2021	-46	-15	-33	-48	-36	17
HU	Hungary	Budapest	07.01.2021	-46	-13	-29	-46	-36	16
HU	Hungary	Budapest	08.01.2021	-46	-13	-34	-47	-34	16
HU	Hungary	Budapest	09.01.2021	-46	-10	-21	-42	-13	8
HU	Hungary	Budapest	10.01.2021	-49	-14	-39	-49	-15	7
HU	Hungary	Budapest	11.01.2021	-42	-17	-25	-46	-34	15
HU	Hungary	Budapest	12.01.2021	-43	-11	-25	-46	-34	14
HU	Hungary	Budapest	13.01.2021	-45	-15	-27	-47	-34	14
HU	Hungary	Budapest	14.01.2021	-48	-17	-34	-48	-36	15
HU	Hungary	Budapest	15.01.2021	-48	-15	-34	-49	-35	14
HU	Hungary	Budapest	16.01.2021	-50	-16	-40	-48	-14	7
HU	Hungary	Budapest	17.01.2021	-52	-19	-32	-50	-16	5
HU	Hungary	Budapest	18.01.2021	-47	-22	-33	-49	-36	14
HU	Hungary	Budapest	19.01.2021	-47	-17	-24	-48	-36	14
HU	Hungary	Budapest	20.01.2021	-45	-16	-8	-46	-35	14
HU	Hungary	Budapest	21.01.2021	-46	-16	-17	-46	-35	14
HU	Hungary	Budapest	22.01.2021	-47	-14	-23	-46	-34	14
HU	Hungary	Budapest	23.01.2021	-48	-14	-27	-44	-8	6
HU	Hungary	Budapest	24.01.2021	-46	-13	-6	-44	-12	4
HU	Hungary	Budapest	25.01.2021	-45	-20	-24	-47	-35	14
HU	Hungary	Budapest	26.01.2021	-45	-15	-16	-46	-35	13
HU	Hungary	Budapest	27.01.2021	-46	-16	-21	-46	-34	14
HU	Hungary	Budapest	28.01.2021	-47	-16	-30	-46	-34	14
HU	Hungary	Budapest	29.01.2021	-49	-16	-41	-46	-33	14
HU	Hungary	Budapest	30.01.2021	-47	-12	-16	-41	-9	5
HU	Hungary	Budapest	31.01.2021	-49	-14	-23	-44	-11	4
HU	Hungary	Budapest	01.02.2021	-43	-18	-14	-44	-34	13
HU	Hungary	Budapest	02.02.2021	-44	-12	-23	-44	-34	13
HU	Hungary	Budapest	03.02.2021	-44	-13	-21	-44	-33	14
HU	Hungary	Budapest	04.02.2021	-43	-11	-16	-42	-33	13
HU	Hungary	Budapest	05.02.2021	-43	-9	-21	-42	-32	13
HU	Hungary	Budapest	06.02.2021	-46	-9	-36	-41	-10	6
HU	Hungary	Budapest	07.02.2021	-48	-11	-44	-43	-13	5
HU	Hungary	Budapest	08.02.2021	-45	-19	-37	-45	-35	14
HU	Hungary	Budapest	09.02.2021	-47	-17	-47	-46	-35	14
HU	Hungary	Budapest	10.02.2021	-45	-12	-44	-45	-34	14
HU	Hungary	Budapest	11.02.2021	-47	-14	-48	-46	-35	16
HU	Hungary	Budapest	12.02.2021	-44	-6	-37	-45	-33	14
HU	Hungary	Budapest	13.02.2021	-45	-5	-36	-42	-11	7
HU	Hungary	Budapest	14.02.2021	-41	-3	-19	-40	-10	4
HU	Hungary	Budapest	15.02.2021	-42	-15	-23	-44	-34	14
HU	Hungary	Budapest	16.02.2021	-43	-10	-27	-45	-35	14
HU	Hungary	Budapest	17.02.2021	-44	-10	-23	-44	-33	14
HU	Hungary	Budapest	18.02.2021	-42	-7	-9	-41	-34	14
HU	Hungary	Budapest	19.02.2021	-44	-8	-20	-43	-32	14
HU	Hungary	Budapest	20.02.2021	-48	-10	-29	-41	-8	6
HU	Hungary	Budapest	21.02.2021	-44	-8	-2	-39	-10	3
HU	Hungary	Budapest	22.02.2021	-40	-14	1	-43	-34	14
HU	Hungary	Budapest	23.02.2021	-41	-9	12	-41	-34	13
HU	Hungary	Budapest	24.02.2021	-41	-10	20	-41	-33	13
HU	Hungary	Budapest	25.02.2021	-41	-9	8	-40	-34	13
HU	Hungary	Budapest	26.02.2021	-41	-7	20	-40	-33	13
HU	Hungary	Budapest	27.02.2021	-44	-8	2	-37	-7	5
HU	Hungary	Budapest	28.02.2021	-40	-6	23	-35	-8	3
HU	Hungary	Budapest	01.03.2021	-40	-13	5	-42	-35	14
HU	Hungary	Budapest	02.03.2021	-39	-6	16	-41	-36	13
HU	Hungary	Budapest	03.03.2021	-39	-7	17	-40	-36	14
HU	Hungary	Budapest	04.03.2021	-38	-1	-13	-41	-36	14
HU	Hungary	Budapest	05.03.2021	-35	1	-22	-41	-35	14
HU	Hungary	Budapest	06.03.2021	-37	-1	-10	-34	-4	5
HU	Hungary	Budapest	07.03.2021	-34	2	0	-34	-3	3
HU	Hungary	Budapest	08.03.2021	-51	-9	-14	-51	-46	19
HU	Hungary	Budapest	09.03.2021	-55	-13	-8	-53	-48	19
HU	Hungary	Budapest	10.03.2021	-54	-12	-5	-52	-47	19
HU	Hungary	Budapest	11.03.2021	-56	-13	-27	-53	-48	20
HU	Hungary	Budapest	12.03.2021	-55	-8	-11	-51	-47	19
HU	Hungary	Budapest	13.03.2021	-59	-12	0	-46	-14	5
HU	Hungary	Budapest	14.03.2021	-59	1	-40	-54	-18	7
HU	Hungary	Budapest	15.03.2021	-77	-84	35	-71	-87	27
HU	Hungary	Budapest	16.03.2021	-53	-4	-16	-53	-49	18
HU	Hungary	Budapest	17.03.2021	-55	-12	-20	-53	-48	20
HU	Hungary	Budapest	18.03.2021	-56	-12	-28	-53	-48	21
HU	Hungary	Budapest	19.03.2021	-57	-12	-24	-53	-46	20
HU	Hungary	Budapest	20.03.2021	-60	-12	-22	-49	-13	9
HU	Hungary	Budapest	21.03.2021	-57	-13	-3	-48	-13	6
HU	Hungary	Budapest	22.03.2021	-54	-17	-25	-54	-47	20
HU	Hungary	Budapest	23.03.2021	-55	-13	-16	-53	-48	20
HU	Hungary	Budapest	24.03.2021	-55	-14	-13	-53	-47	20
HU	Hungary	Budapest	25.03.2021	-54	-11	-8	-52	-48	20
HU	Hungary	Budapest	26.03.2021	-54	-11	8	-51	-46	18
HU	Hungary	Budapest	27.03.2021	-57	-13	14	-45	-11	5
HU	Hungary	Budapest	28.03.2021	-57	-15	-2	-48	-13	5
HU	Hungary	Budapest	29.03.2021	-50	-16	9	-52	-47	18
HU	Hungary	Budapest	30.03.2021	-51	-7	5	-51	-48	18
HU	Hungary	Budapest	31.03.2021	-46	2	38	-47	-47	16
HU	Hungary	Budapest	01.04.2021	-41	20	20	-45	-49	14
HU	Hungary	Budapest	02.04.2021	-78	-82	11	-69	-83	25
HU	Hungary	Budapest	03.04.2021	-59	0	-31	-53	-19	6
HU	Hungary	Budapest	04.04.2021	-79	-82	-21	-59	-22	5
HU	Hungary	Budapest	05.04.2021	-79	-84	25	-71	-86	23
HU	Hungary	Budapest	06.04.2021	-53	-8	-25	-53	-50	18
HU	Hungary	Budapest	07.04.2021	-46	-10	-12	-50	-46	18
HU	Hungary	Budapest	08.04.2021	-47	-12	-37	-50	-46	19
HU	Hungary	Budapest	09.04.2021	-41	-5	5	-44	-42	16
HU	Hungary	Budapest	10.04.2021	-41	-7	18	-31	-2	3
HU	Hungary	Budapest	11.04.2021	-40	-6	-8	-34	-5	4
HU	Hungary	Budapest	12.04.2021	-38	-10	-3	-44	-43	16
HU	Hungary	Budapest	13.04.2021	-48	-15	-49	-50	-45	19
HU	Hungary	Budapest	14.04.2021	-42	-6	-20	-46	-43	18
HU	Hungary	Budapest	15.04.2021	-44	-9	-28	-47	-43	18
HU	Hungary	Budapest	16.04.2021	-44	-8	-16	-46	-41	16
HU	Hungary	Budapest	17.04.2021	-44	-9	-2	-37	-2	5
HU	Hungary	Budapest	18.04.2021	-45	-9	-34	-41	-8	6
HU	Hungary	Budapest	19.04.2021	-41	-11	-19	-46	-40	17
HU	Hungary	Budapest	20.04.2021	-40	-8	-3	-44	-40	16
HU	Hungary	Budapest	21.04.2021	-37	-5	33	-42	-39	15
HU	Hungary	Budapest	22.04.2021	-40	-6	-5	-44	-39	16
HU	Hungary	Budapest	23.04.2021	-39	-5	16	-42	-37	13
HU	Hungary	Budapest	24.04.2021	-35	-10	38	-28	2	1
HU	Hungary	Budapest	25.04.2021	-31	-9	26	-32	2	1
HU	Hungary	Budapest	26.04.2021	-35	-10	-3	-44	-39	15
HU	Hungary	Budapest	27.04.2021	-32	-4	24	-42	-39	14
HU	Hungary	Budapest	28.04.2021	-32	-5	32	-41	-38	14
HU	Hungary	Budapest	29.04.2021	-36	-5	-3	-42	-38	14
HU	Hungary	Budapest	30.04.2021	-29	10	34	-35	-35	9
HU	Hungary	Budapest	01.05.2021	-58	-74	38	-41	-22	2
HU	Hungary	Budapest	02.05.2021	-27	17	-27	-32	7	-2
HU	Hungary	Budapest	03.05.2021	-27	-3	12	-39	-37	12
HU	Hungary	Budapest	04.05.2021	-26	2	40	-36	-37	11
HU	Hungary	Budapest	05.05.2021	-30	-3	11	-38	-37	12
HU	Hungary	Budapest	06.05.2021	-29	0	7	-37	-37	12
HU	Hungary	Budapest	07.05.2021	-35	-2	-20	-40	-35	12
HU	Hungary	Budapest	08.05.2021	-28	-3	27	-25	5	-1
HU	Hungary	Budapest	09.05.2021	-23	-3	40	-23	5	-3
HU	Hungary	Budapest	10.05.2021	-21	-1	45	-31	-32	8
HU	Hungary	Budapest	11.05.2021	-21	2	63	-29	-32	8
HU	Hungary	Budapest	12.05.2021	-26	5	12	-31	-31	9
HU	Hungary	Budapest	13.05.2021	-28	3	-9	-32	-33	10
HU	Hungary	Budapest	14.05.2021	-27	3	10	-30	-29	8
HU	Hungary	Budapest	15.05.2021	-29	-3	11	-25	2	0
HU	Hungary	Budapest	16.05.2021	-22	0	10	-26	4	0
HU	Hungary	Budapest	17.05.2021	-32	-6	-23	-34	-32	11
HU	Hungary	Budapest	18.05.2021	-24	4	20	-29	-30	8
HU	Hungary	Budapest	19.05.2021	-29	-1	-7	-30	-29	9
HU	Hungary	Budapest	20.05.2021	-27	5	-6	-32	-30	9
HU	Hungary	Budapest	21.05.2021	-24	7	35	-26	-28	5
HU	Hungary	Budapest	22.05.2021	-31	9	-14	-29	5	-1
HU	Hungary	Budapest	23.05.2021	-65	-80	-40	-50	-15	4
HU	Hungary	Budapest	24.05.2021	-62	-80	36	-60	-85	18
HU	Hungary	Budapest	25.05.2021	-22	19	9	-28	-30	7
HU	Hungary	Budapest	26.05.2021	-17	9	68	-22	-28	6
HU	Hungary	Budapest	27.05.2021	-19	6	28	-24	-27	7
HU	Hungary	Budapest	28.05.2021	-18	6	41	-23	-23	5
HU	Hungary	Budapest	29.05.2021	-23	-2	29	-20	10	-2
HU	Hungary	Budapest	30.05.2021	-13	1	23	-20	8	-2
HU	Hungary	Budapest	31.05.2021	-20	2	1	-27	-25	8
HU	Hungary	Budapest	01.06.2021	-16	7	45	-22	-25	6
HU	Hungary	Budapest	02.06.2021	-16	9	48	-22	-23	6
HU	Hungary	Budapest	03.06.2021	-13	9	42	-21	-23	5
HU	Hungary	Budapest	04.06.2021	-14	6	53	-20	-21	3
HU	Hungary	Budapest	05.06.2021	-22	-3	47	-14	5	-5
HU	Hungary	Budapest	06.06.2021	-14	2	32	-16	8	-5
HU	Hungary	Budapest	07.06.2021	-14	6	31	-23	-24	6
HU	Hungary	Budapest	08.06.2021	-9	11	60	-19	-23	5
HU	Hungary	Budapest	09.06.2021	-10	10	65	-19	-23	5
HU	Hungary	Budapest	10.06.2021	-11	9	38	-19	-24	5
HU	Hungary	Budapest	11.06.2021	-13	7	55	-18	-23	2
HU	Hungary	Budapest	12.06.2021	-24	-5	16	-18	6	-5
HU	Hungary	Budapest	13.06.2021	-10	5	26	-15	8	-6
HU	Hungary	Budapest	14.06.2021	-6	7	82	-19	-26	5
HU	Hungary	Budapest	15.06.2021	0	8	130	-11	-26	4
HU	Hungary	Budapest	16.06.2021	-10	7	61	-18	-28	4
HU	Hungary	Budapest	17.06.2021	-14	5	35	-21	-30	4
HU	Hungary	Budapest	18.06.2021	-18	0	41	-21	-28	2
HU	Hungary	Budapest	19.06.2021	-25	-12	32	-13	1	-6
HU	Hungary	Budapest	20.06.2021	-21	-3	10	-17	4	-8
HU	Hungary	Budapest	21.06.2021	-13	2	31	-24	-32	5
HU	Hungary	Budapest	22.06.2021	-13	5	49	-22	-31	4
HU	Hungary	Budapest	23.06.2021	-8	4	86	-16	-30	3
HU	Hungary	Budapest	24.06.2021	-18	0	14	-24	-32	5
HU	Hungary	Budapest	25.06.2021	-21	-2	19	-24	-31	2
HU	Hungary	Budapest	26.06.2021	-25	-11	28	-16	2	-6
HU	Hungary	Budapest	27.06.2021	-12	-4	26	-9	5	-9
HU	Hungary	Budapest	28.06.2021	-14	1	32	-24	-33	4
HU	Hungary	Budapest	29.06.2021	-19	-1	39	-26	-33	3
HU	Hungary	Budapest	30.06.2021	-15	1	41	-24	-31	2
HU	Hungary	Budapest	01.07.2021	-16	-3	26	-25	-35	5
HU	Hungary	Budapest	02.07.2021	-21	-1	24	-24	-32	3
HU	Hungary	Budapest	03.07.2021	-26	-9	20	-19	1	-6
HU	Hungary	Budapest	04.07.2021	-15	-3	21	-14	6	-8
HU	Hungary	Budapest	05.07.2021	-10	4	37	-23	-33	4
HU	Hungary	Budapest	06.07.2021	-11	6	56	-22	-32	3
HU	Hungary	Budapest	07.07.2021	-13	3	45	-22	-32	3
HU	Hungary	Budapest	08.07.2021	-17	0	10	-26	-34	4
HU	Hungary	Budapest	09.07.2021	-22	-4	-4	-25	-34	3
HU	Hungary	Budapest	10.07.2021	-21	-6	15	-16	2	-7
HU	Hungary	Budapest	11.07.2021	-12	2	6	-13	5	-7
HU	Hungary	Budapest	12.07.2021	-8	5	33	-22	-36	4
HU	Hungary	Budapest	13.07.2021	-12	5	37	-24	-35	4
HU	Hungary	Budapest	14.07.2021	-13	3	23	-23	-34	4
HU	Hungary	Budapest	15.07.2021	-13	2	22	-23	-35	3
HU	Hungary	Budapest	16.07.2021	-19	-3	22	-23	-34	2
HU	Hungary	Budapest	17.07.2021	-23	-9	-2	-19	-1	-4
HU	Hungary	Budapest	18.07.2021	-11	-2	9	-12	5	-7
HU	Hungary	Budapest	19.07.2021	-19	-7	-13	-26	-38	7
HU	Hungary	Budapest	20.07.2021	-8	6	49	-22	-36	4
HU	Hungary	Budapest	21.07.2021	-10	3	50	-21	-35	3
HU	Hungary	Budapest	22.07.2021	-13	0	31	-23	-36	3
HU	Hungary	Budapest	23.07.2021	-20	-5	28	-24	-36	2
HU	Hungary	Budapest	24.07.2021	-26	-12	22	-15	1	-7
HU	Hungary	Budapest	25.07.2021	-17	-5	8	-12	6	-9
HU	Hungary	Budapest	26.07.2021	-12	0	29	-25	-38	4
HU	Hungary	Budapest	27.07.2021	-14	1	40	-25	-37	4
HU	Hungary	Budapest	28.07.2021	-14	0	40	-24	-36	4
HU	Hungary	Budapest	29.07.2021	-14	0	32	-24	-37	4
HU	Hungary	Budapest	30.07.2021	-20	-4	33	-25	-37	2
HU	Hungary	Budapest	31.07.2021	-22	-10	27	-15	2	-6
HU	Hungary	Budapest	01.08.2021	-16	-4	-5	-14	4	-7
HU	Hungary	Budapest	02.08.2021	-7	4	47	-23	-37	4
HU	Hungary	Budapest	03.08.2021	-9	5	50	-23	-37	4
HU	Hungary	Budapest	04.08.2021	-6	4	55	-20	-35	4
HU	Hungary	Budapest	05.08.2021	-14	0	-11	-25	-38	6
HU	Hungary	Budapest	06.08.2021	-14	1	36	-21	-36	2
HU	Hungary	Budapest	07.08.2021	-21	-8	20	-13	-1	-7
HU	Hungary	Budapest	08.08.2021	-9	1	20	-6	6	-9
HU	Hungary	Budapest	09.08.2021	-5	6	41	-20	-38	4
HU	Hungary	Budapest	10.08.2021	-6	8	55	-20	-37	4
HU	Hungary	Budapest	11.08.2021	-5	6	61	-19	-37	3
HU	Hungary	Budapest	12.08.2021	-9	5	41	-21	-38	3
HU	Hungary	Budapest	13.08.2021	-16	-2	37	-20	-37	2
HU	Hungary	Budapest	14.08.2021	-24	-10	17	-13	0	-7
HU	Hungary	Budapest	15.08.2021	-11	0	10	-6	5	-9
HU	Hungary	Budapest	16.08.2021	-7	4	28	-23	-41	4
HU	Hungary	Budapest	17.08.2021	-6	7	34	-23	-41	6
HU	Hungary	Budapest	18.08.2021	-4	9	51	-20	-39	4
HU	Hungary	Budapest	19.08.2021	-4	24	45	-19	-44	2
HU	Hungary	Budapest	20.08.2021	-36	-77	273	-17	-84	12
HU	Hungary	Budapest	21.08.2021	-22	-11	56	-12	-10	-6
HU	Hungary	Budapest	22.08.2021	-8	-2	43	-2	7	-10
HU	Hungary	Budapest	23.08.2021	-8	6	2	-22	-37	6
HU	Hungary	Budapest	24.08.2021	0	10	60	-17	-34	5
HU	Hungary	Budapest	25.08.2021	-2	9	54	-16	-33	4
HU	Hungary	Budapest	26.08.2021	-8	6	20	-18	-35	6
HU	Hungary	Budapest	27.08.2021	-10	4	33	-17	-33	4
HU	Hungary	Budapest	28.08.2021	-12	-1	27	-8	2	-4
HU	Hungary	Budapest	29.08.2021	1	10	19	0	7	-5
HU	Hungary	Budapest	30.08.2021	5	12	47	-13	-31	6
HU	Hungary	Budapest	31.08.2021	1	16	39	-12	-30	6
HU	Hungary	Budapest	01.09.2021	0	17	46	-9	-29	5
HU	Hungary	Budapest	02.09.2021	5	14	46	-2	-28	3
HU	Hungary	Budapest	03.09.2021	-4	10	58	-6	-26	2
HU	Hungary	Budapest	04.09.2021	-7	3	54	-1	4	-4
HU	Hungary	Budapest	05.09.2021	8	14	72	6	6	-5
HU	Hungary	Budapest	06.09.2021	2	16	45	-6	-27	3
HU	Hungary	Budapest	07.09.2021	1	16	54	-5	-26	3
HU	Hungary	Budapest	08.09.2021	8	16	62	0	-26	2
HU	Hungary	Budapest	09.09.2021	0	15	40	-4	-27	3
HU	Hungary	Budapest	10.09.2021	-1	13	45	-3	-25	1
HU	Hungary	Budapest	11.09.2021	-7	4	54	3	4	-5
HU	Hungary	Budapest	12.09.2021	6	14	56	12	7	-6
HU	Hungary	Budapest	13.09.2021	0	15	41	-7	-27	4
HU	Hungary	Budapest	14.09.2021	-1	17	56	-6	-27	3
HU	Hungary	Budapest	15.09.2021	-1	16	59	-5	-26	3
HU	Hungary	Budapest	16.09.2021	-5	11	37	-9	-28	3
HU	Hungary	Budapest	17.09.2021	-10	6	9	-9	-28	3
HU	Hungary	Budapest	18.09.2021	-10	1	28	-3	0	-3
HU	Hungary	Budapest	19.09.2021	1	10	39	2	2	-4
HU	Hungary	Budapest	20.09.2021	-5	10	14	-13	-25	5
HU	Hungary	Budapest	21.09.2021	-4	13	36	-11	-23	4
HU	Hungary	Budapest	22.09.2021	-7	10	25	-10	-21	5
HU	Hungary	Budapest	23.09.2021	-5	10	36	-9	-21	4
HU	Hungary	Budapest	24.09.2021	-8	6	41	-9	-21	3
HU	Hungary	Budapest	25.09.2021	-9	-2	63	-1	5	-4
HU	Hungary	Budapest	26.09.2021	3	6	62	6	5	-5
HU	Hungary	Budapest	27.09.2021	-8	8	21	-13	-21	5
HU	Hungary	Budapest	28.09.2021	-5	10	49	-10	-20	4
HU	Hungary	Budapest	29.09.2021	-9	7	28	-13	-20	4
HU	Hungary	Budapest	30.09.2021	-9	6	-3	-12	-21	5
HU	Hungary	Budapest	01.10.2021	-8	6	30	-11	-21	3
HU	Hungary	Budapest	02.10.2021	-9	-1	34	-6	2	-3
HU	Hungary	Budapest	03.10.2021	1	7	50	-2	4	-4
HU	Hungary	Budapest	04.10.2021	-4	9	38	-13	-20	4
HU	Hungary	Budapest	05.10.2021	-3	13	53	-12	-21	3
HU	Hungary	Budapest	06.10.2021	-10	7	-4	-12	-19	6
HU	Hungary	Budapest	07.10.2021	-4	13	4	-13	-20	5
HU	Hungary	Budapest	08.10.2021	-2	11	23	-11	-20	3
HU	Hungary	Budapest	09.10.2021	1	7	32	-1	3	-3
HU	Hungary	Budapest	10.10.2021	8	14	-11	-4	0	-1
HU	Hungary	Budapest	11.10.2021	-4	11	10	-14	-20	6
HU	Hungary	Budapest	12.10.2021	-4	16	29	-12	-19	4
HU	Hungary	Budapest	13.10.2021	-5	12	15	-12	-18	5
HU	Hungary	Budapest	14.10.2021	-5	10	11	-13	-19	5
HU	Hungary	Budapest	15.10.2021	-5	8	22	-12	-19	3
HU	Hungary	Budapest	16.10.2021	-4	4	28	-5	3	-2
HU	Hungary	Budapest	17.10.2021	5	11	33	-4	1	-2
HU	Hungary	Budapest	18.10.2021	-6	8	14	-17	-20	6
HU	Hungary	Budapest	19.10.2021	-6	11	32	-15	-19	5
HU	Hungary	Budapest	20.10.2021	-6	9	35	-14	-18	4
HU	Hungary	Budapest	21.10.2021	-7	10	2	-14	-20	5
HU	Hungary	Budapest	22.10.2021	-4	24	13	-12	-21	4
HU	Hungary	Budapest	23.10.2021	-40	-74	40	-13	-31	3
HU	Hungary	Budapest	24.10.2021	12	27	21	-1	2	-3
HU	Hungary	Budapest	25.10.2021	-2	9	21	-17	-31	7
HU	Hungary	Budapest	26.10.2021	-3	10	27	-17	-30	6
