country_region_code	country_region	place_id	date	retail_and_recreation_percent_change_from_baseline	grocery_and_pharmacy_percent_change_from_baseline	parks_percent_change_from_baseline	transit_stations_percent_change_from_baseline	workplaces_percent_change_from_baseline	residential_percent_change_from_baseline
HU	Hungary	Budapest	15.2.2020	12	5	40	14	3	-2
HU	Hungary	Budapest	16.2.2020	10	8	39	15	2	-3
HU	Hungary	Budapest	17.2.2020	6	5	28	5	3	-1
HU	Hungary	Budapest	18.2.2020	4	6	31	5	3	-1
HU	Hungary	Budapest	19.2.2020	3	3	17	2	3	-1
HU	Hungary	Budapest	20.2.2020	5	3	18	5	3	-1
HU	Hungary	Budapest	21.2.2020	2	2	1	1	2	0
HU	Hungary	Budapest	22.2.2020	3	2	32	9	3	-2
HU	Hungary	Budapest	23.2.2020	4	5	16	8	2	-2
HU	Hungary	Budapest	24.2.2020	2	6	32	2	3	0
HU	Hungary	Budapest	25.2.2020	3	10	52	5	3	-1
HU	Hungary	Budapest	26.2.2020	-2	9	8	-1	2	0
HU	Hungary	Budapest	27.2.2020	2	14	5	2	2	0
HU	Hungary	Budapest	28.2.2020	0	8	-3	0	2	0
HU	Hungary	Budapest	29.2.2020	-1	3	7	4	6	-1
HU	Hungary	Budapest	1.3.2020	-2	2	3	4	2	-1
HU	Hungary	Budapest	2.3.2020	-2	3	19	2	3	0
HU	Hungary	Budapest	3.3.2020	-2	4	6	0	3	0
HU	Hungary	Budapest	4.3.2020	2	5	4	0	3	0
HU	Hungary	Budapest	5.3.2020	2	7	17	3	3	0
HU	Hungary	Budapest	6.3.2020	-3	3	-18	-2	0	1
HU	Hungary	Budapest	7.3.2020	3	9	4	3	4	-1
HU	Hungary	Budapest	8.3.2020	7	18	15	8	4	-3
HU	Hungary	Budapest	9.3.2020	1	6	22	0	3	0
HU	Hungary	Budapest	10.3.2020	2	12	29	2	2	0
HU	Hungary	Budapest	11.3.2020	-2	21	9	-3	0	1
HU	Hungary	Budapest	12.3.2020	-5	24	30	-7	-3	2
HU	Hungary	Budapest	13.3.2020	-16	25	-13	-19	-9	5
HU	Hungary	Budapest	14.3.2020	-28	18	-16	-25	-2	3
HU	Hungary	Budapest	15.3.2020	-58	-75	3	-31	-19	4
HU	Hungary	Budapest	16.3.2020	-25	29	-13	-39	-31	13
HU	Hungary	Budapest	17.3.2020	-45	9	-4	-49	-42	18
HU	Hungary	Budapest	18.3.2020	-51	0	-14	-54	-48	20
HU	Hungary	Budapest	19.3.2020	-56	-12	-22	-57	-51	22
HU	Hungary	Budapest	20.3.2020	-58	-17	-28	-59	-51	23
HU	Hungary	Budapest	21.3.2020	-67	-28	-66	-62	-30	14
HU	Hungary	Budapest	22.3.2020	-71	-34	-64	-67	-33	13
HU	Hungary	Budapest	23.3.2020	-66	-34	-67	-69	-57	27
HU	Hungary	Budapest	24.3.2020	-64	-28	-51	-68	-59	27
HU	Hungary	Budapest	25.3.2020	-66	-31	-59	-69	-59	28
HU	Hungary	Budapest	26.3.2020	-64	-29	-48	-67	-59	28
HU	Hungary	Budapest	27.3.2020	-57	-12	-33	-62	-56	24
HU	Hungary	Budapest	28.3.2020	-74	-39	-50	-67	-38	15
HU	Hungary	Budapest	29.3.2020	-74	-40	-38	-67	-39	12
HU	Hungary	Budapest	30.3.2020	-67	-36	-57	-70	-60	28
HU	Hungary	Budapest	31.3.2020	-66	-31	-41	-68	-60	27
HU	Hungary	Budapest	1.4.2020	-65	-31	-32	-66	-60	27
HU	Hungary	Budapest	2.4.2020	-65	-28	-38	-66	-60	27
HU	Hungary	Budapest	3.4.2020	-63	-24	-35	-65	-59	27
HU	Hungary	Budapest	4.4.2020	-66	-25	-34	-62	-36	13
HU	Hungary	Budapest	5.4.2020	-67	-28	-26	-62	-36	11
HU	Hungary	Budapest	6.4.2020	-60	-26	-27	-66	-59	26
HU	Hungary	Budapest	7.4.2020	-59	-18	-17	-65	-60	25
HU	Hungary	Budapest	8.4.2020	-58	-8	-22	-65	-59	24
HU	Hungary	Budapest	9.4.2020	-52	9	-30	-62	-61	23
HU	Hungary	Budapest	10.4.2020	-87	-87	-42	-80	-88	36
HU	Hungary	Budapest	11.4.2020	-65	-10	-49	-64	-42	13
HU	Hungary	Budapest	12.4.2020	-85	-86	-40	-70	-47	12
HU	Hungary	Budapest	13.4.2020	-88	-90	-35	-82	-91	35
HU	Hungary	Budapest	14.4.2020	-60	-20	-47	-68	-60	25
HU	Hungary	Budapest	15.4.2020	-60	-23	-32	-66	-59	25
HU	Hungary	Budapest	16.4.2020	-60	-23	-31	-65	-58	25
HU	Hungary	Budapest	17.4.2020	-60	-21	-29	-64	-57	24
HU	Hungary	Budapest	18.4.2020	-66	-28	-35	-58	-29	11
HU	Hungary	Budapest	19.4.2020	-70	-34	-50	-66	-33	11
HU	Hungary	Budapest	20.4.2020	-61	-31	-22	-65	-57	24
HU	Hungary	Budapest	21.4.2020	-61	-27	-15	-64	-57	24
HU	Hungary	Budapest	22.4.2020	-61	-29	-15	-65	-57	24
HU	Hungary	Budapest	23.4.2020	-62	-27	-20	-65	-57	24
HU	Hungary	Budapest	24.4.2020	-62	-25	-26	-64	-56	23
HU	Hungary	Budapest	25.4.2020	-67	-27	-43	-60	-30	11
HU	Hungary	Budapest	26.4.2020	-65	-29	-27	-60	-28	8
HU	Hungary	Budapest	27.4.2020	-61	-32	-23	-65	-56	24
HU	Hungary	Budapest	28.4.2020	-60	-27	-6	-63	-56	21
HU	Hungary	Budapest	29.4.2020	-61	-26	-35	-65	-56	24
HU	Hungary	Budapest	30.4.2020	-54	-4	-18	-60	-56	21
HU	Hungary	Budapest	1.5.2020	-86	-89	-38	-80	-87	34
HU	Hungary	Budapest	2.5.2020	-61	-17	-32	-57	-31	9
HU	Hungary	Budapest	3.5.2020	-62	-24	-39	-56	-23	6
HU	Hungary	Budapest	4.5.2020	-57	-30	-14	-62	-53	22
HU	Hungary	Budapest	5.5.2020	-57	-25	-20	-62	-54	22
HU	Hungary	Budapest	6.5.2020	-58	-26	-28	-62	-53	23
HU	Hungary	Budapest	7.5.2020	-57	-23	-25	-60	-53	22
HU	Hungary	Budapest	8.5.2020	-56	-19	-16	-59	-52	20
HU	Hungary	Budapest	9.5.2020	-60	-22	-19	-52	-22	7
HU	Hungary	Budapest	10.5.2020	-60	-27	-18	-54	-19	5
HU	Hungary	Budapest	11.5.2020	-55	-25	-19	-60	-52	21
HU	Hungary	Budapest	12.5.2020	-55	-21	-26	-59	-53	22
HU	Hungary	Budapest	13.5.2020	-57	-23	-38	-61	-52	22
HU	Hungary	Budapest	14.5.2020	-54	-18	-14	-58	-51	20
HU	Hungary	Budapest	15.5.2020	-57	-20	-36	-59	-51	20
HU	Hungary	Budapest	16.5.2020	-59	-22	-19	-51	-19	6
HU	Hungary	Budapest	17.5.2020	-61	-27	-26	-55	-17	5
HU	Hungary	Budapest	18.5.2020	-41	-22	11	-54	-49	18
HU	Hungary	Budapest	19.5.2020	-43	-20	0	-53	-49	18
HU	Hungary	Budapest	20.5.2020	-43	-20	-1	-52	-49	18
HU	Hungary	Budapest	21.5.2020	-40	-17	3	-51	-49	18
HU	Hungary	Budapest	22.5.2020	-41	-19	7	-50	-47	15
HU	Hungary	Budapest	23.5.2020	-49	-23	-17	-43	-10	3
HU	Hungary	Budapest	24.5.2020	-47	-23	-20	-46	-10	3
HU	Hungary	Budapest	25.5.2020	-40	-22	-15	-52	-47	18
HU	Hungary	Budapest	26.5.2020	-39	-19	-3	-50	-46	17
HU	Hungary	Budapest	27.5.2020	-40	-20	-3	-49	-45	17
HU	Hungary	Budapest	28.5.2020	-39	-17	-12	-48	-45	16
HU	Hungary	Budapest	29.5.2020	-38	-14	-16	-47	-45	13
HU	Hungary	Budapest	30.5.2020	-45	-12	-29	-41	2	0
HU	Hungary	Budapest	31.5.2020	-70	-84	-47	-59	-13	5
HU	Hungary	Budapest	1.6.2020	-68	-85	38	-67	-84	20
HU	Hungary	Budapest	2.6.2020	-29	-4	6	-43	-41	12
HU	Hungary	Budapest	3.6.2020	-28	-14	12	-41	-40	13
HU	Hungary	Budapest	4.6.2020	-29	-13	6	-41	-40	13
HU	Hungary	Budapest	5.6.2020	-33	-14	-28	-43	-40	13
HU	Hungary	Budapest	6.6.2020	-35	-17	11	-31	2	-1
HU	Hungary	Budapest	7.6.2020	-35	-21	-5	-36	6	-1
HU	Hungary	Budapest	8.6.2020	-26	-15	6	-42	-39	12
HU	Hungary	Budapest	9.6.2020	-26	-14	3	-40	-39	12
HU	Hungary	Budapest	10.6.2020	-26	-13	-1	-39	-40	12
HU	Hungary	Budapest	11.6.2020	-24	-11	4	-38	-39	11
HU	Hungary	Budapest	12.6.2020	-24	-11	14	-36	-37	8
HU	Hungary	Budapest	13.6.2020	-35	-19	2	-30	6	-2
HU	Hungary	Budapest	14.6.2020	-45	-29	-49	-42	5	-1
HU	Hungary	Budapest	15.6.2020	-22	-11	-7	-38	-38	10
HU	Hungary	Budapest	16.6.2020	-23	-11	-1	-36	-38	11
HU	Hungary	Budapest	17.6.2020	-25	-15	-7	-35	-38	10
HU	Hungary	Budapest	18.6.2020	-22	-10	-5	-36	-38	10
HU	Hungary	Budapest	19.6.2020	-24	-11	5	-35	-37	7
HU	Hungary	Budapest	20.6.2020	-33	-18	-19	-32	3	-1
HU	Hungary	Budapest	21.6.2020	-31	-16	-15	-31	8	-3
HU	Hungary	Budapest	22.6.2020	-21	-13	0	-36	-39	9
HU	Hungary	Budapest	23.6.2020	-16	-9	42	-31	-38	7
HU	Hungary	Budapest	24.6.2020	-18	-11	36	-31	-36	7
HU	Hungary	Budapest	25.6.2020	-20	-10	18	-32	-37	7
HU	Hungary	Budapest	26.6.2020	-24	-14	9	-33	-37	5
HU	Hungary	Budapest	27.6.2020	-35	-20	-1	-28	1	-5
HU	Hungary	Budapest	28.6.2020	-35	-18	-12	-29	10	-7
HU	Hungary	Budapest	29.6.2020	-25	-14	-10	-36	-38	8
HU	Hungary	Budapest	30.6.2020	-17	-9	37	-31	-36	6
HU	Hungary	Budapest	1.7.2020	-19	-14	22	-32	-39	6
HU	Hungary	Budapest	2.7.2020	-21	-11	4	-30	-37	6
HU	Hungary	Budapest	3.7.2020	-22	-10	7	-31	-36	4
HU	Hungary	Budapest	4.7.2020	-33	-18	-2	-27	0	-5
HU	Hungary	Budapest	5.7.2020	-31	-18	-6	-25	6	-8
HU	Hungary	Budapest	6.7.2020	-19	-12	6	-32	-39	6
HU	Hungary	Budapest	7.7.2020	-14	-7	32	-29	-39	6
HU	Hungary	Budapest	8.7.2020	-14	-9	33	-29	-37	5
HU	Hungary	Budapest	9.7.2020	-16	-9	16	-29	-38	5
HU	Hungary	Budapest	10.7.2020	-22	-11	7	-30	-38	3
HU	Hungary	Budapest	11.7.2020	-35	-19	-23	-29	-2	-4
HU	Hungary	Budapest	12.7.2020	-23	-11	-6	-22	5	-6
HU	Hungary	Budapest	13.7.2020	-15	-10	21	-30	-39	5
HU	Hungary	Budapest	14.7.2020	-14	-9	38	-28	-39	5
HU	Hungary	Budapest	15.7.2020	-16	-10	33	-29	-38	5
HU	Hungary	Budapest	16.7.2020	-18	-11	13	-30	-38	6
HU	Hungary	Budapest	17.7.2020	-25	-16	-18	-33	-39	5
HU	Hungary	Budapest	18.7.2020	-31	-18	-9	-29	-4	-2
HU	Hungary	Budapest	19.7.2020	-30	-18	-27	-28	1	-4
HU	Hungary	Budapest	20.7.2020	-17	-12	25	-31	-41	5
HU	Hungary	Budapest	21.7.2020	-18	-12	31	-30	-41	5
HU	Hungary	Budapest	22.7.2020	-18	-12	28	-31	-39	5
HU	Hungary	Budapest	23.7.2020	-19	-13	19	-31	-39	5
HU	Hungary	Budapest	24.7.2020	-27	-17	0	-33	-40	5
HU	Hungary	Budapest	25.7.2020	-32	-18	-14	-31	-7	-2
HU	Hungary	Budapest	26.7.2020	-27	-19	8	-22	5	-7
HU	Hungary	Budapest	27.7.2020	-17	-12	24	-32	-41	5
HU	Hungary	Budapest	28.7.2020	-19	-13	32	-31	-40	5
HU	Hungary	Budapest	29.7.2020	-20	-14	25	-32	-40	5
HU	Hungary	Budapest	30.7.2020	-22	-14	15	-32	-41	5
HU	Hungary	Budapest	31.7.2020	-26	-16	11	-33	-41	3
HU	Hungary	Budapest	1.8.2020	-36	-23	0	-27	-6	-6
HU	Hungary	Budapest	2.8.2020	-30	-18	-1	-24	2	-9
HU	Hungary	Budapest	3.8.2020	-20	-13	6	-33	-41	5
HU	Hungary	Budapest	4.8.2020	-17	-10	9	-32	-41	7
HU	Hungary	Budapest	5.8.2020	-14	-8	23	-30	-40	6
HU	Hungary	Budapest	6.8.2020	-17	-10	25	-30	-40	4
HU	Hungary	Budapest	7.8.2020	-22	-14	15	-32	-41	2
HU	Hungary	Budapest	8.8.2020	-34	-21	-2	-28	-7	-6
HU	Hungary	Budapest	9.8.2020	-29	-16	-9	-24	1	-9
HU	Hungary	Budapest	10.8.2020	-18	-12	2	-32	-42	5
HU	Hungary	Budapest	11.8.2020	-17	-11	14	-32	-42	5
HU	Hungary	Budapest	12.8.2020	-14	-10	32	-30	-41	4
HU	Hungary	Budapest	13.8.2020	-17	-12	19	-31	-42	4
HU	Hungary	Budapest	14.8.2020	-22	-15	13	-32	-42	3
HU	Hungary	Budapest	15.8.2020	-34	-22	-17	-30	-9	-4
HU	Hungary	Budapest	16.8.2020	-25	-15	-8	-24	-1	-6
HU	Hungary	Budapest	17.8.2020	-17	-15	-1	-34	-47	6
HU	Hungary	Budapest	18.8.2020	-15	-7	18	-33	-46	6
HU	Hungary	Budapest	19.8.2020	-11	10	31	-30	-48	3
HU	Hungary	Budapest	20.8.2020	-59	-85	51	-57	-83	14
HU	Hungary	Budapest	21.8.2020	-44	-33	9	-54	-77	11
HU	Hungary	Budapest	22.8.2020	-45	-36	-2	-36	-16	-7
HU	Hungary	Budapest	23.8.2020	-28	-17	4	-24	-3	-9
HU	Hungary	Budapest	24.8.2020	-15	-9	25	-29	-39	5
HU	Hungary	Budapest	25.8.2020	-12	-6	46	-26	-39	5
HU	Hungary	Budapest	26.8.2020	-14	-9	39	-26	-38	4
HU	Hungary	Budapest	27.8.2020	-15	-9	28	-26	-38	5
HU	Hungary	Budapest	28.8.2020	-20	-13	27	-28	-37	4
HU	Hungary	Budapest	29.8.2020	-28	-16	7	-18	46	-6
HU	Hungary	Budapest	30.8.2020	-21	-10	9	-18	-3	-6
HU	Hungary	Budapest	31.8.2020	-9	-3	17	-25	-36	7
HU	Hungary	Budapest	1.9.2020	-13	-2	11	-23	-36	6
HU	Hungary	Budapest	2.9.2020	-12	-3	37	-21	-34	4
HU	Hungary	Budapest	3.9.2020	-14	-5	21	-23	-35	5
HU	Hungary	Budapest	4.9.2020	-16	-7	30	-23	-34	2
HU	Hungary	Budapest	5.9.2020	-24	-12	22	-25	-7	-3
HU	Hungary	Budapest	6.9.2020	-19	-9	25	-21	-7	-4
HU	Hungary	Budapest	7.9.2020	-15	-7	12	-24	-36	6
HU	Hungary	Budapest	8.9.2020	-15	-4	28	-24	-36	5
HU	Hungary	Budapest	9.9.2020	-16	-6	28	-24	-34	5
HU	Hungary	Budapest	10.9.2020	-15	-6	16	-24	-35	5
HU	Hungary	Budapest	11.9.2020	-16	-7	27	-24	-34	3
HU	Hungary	Budapest	12.9.2020	-26	-14	12	-26	-6	-3
HU	Hungary	Budapest	13.9.2020	-20	-12	14	-25	-5	-4
HU	Hungary	Budapest	14.9.2020	-16	-8	18	-26	-31	6
HU	Hungary	Budapest	15.9.2020	-16	-5	29	-26	-31	6
HU	Hungary	Budapest	16.9.2020	-18	-9	28	-26	-31	6
HU	Hungary	Budapest	17.9.2020	-21	-10	4	-27	-32	7
HU	Hungary	Budapest	18.9.2020	-21	-10	13	-28	-31	5
HU	Hungary	Budapest	19.9.2020	-28	-16	11	-28	-8	-1
HU	Hungary	Budapest	20.9.2020	-22	-13	17	-28	-8	-2
HU	Hungary	Budapest	21.9.2020	-19	-10	13	-28	-32	7
HU	Hungary	Budapest	22.9.2020	-21	-8	24	-27	-32	7
HU	Hungary	Budapest	23.9.2020	-25	-10	11	-28	-30	8
HU	Hungary	Budapest	24.9.2020	-23	-9	11	-26	-31	7
HU	Hungary	Budapest	25.9.2020	-26	-10	-2	-29	-30	7
HU	Hungary	Budapest	26.9.2020	-30	-12	-23	-34	-10	2
HU	Hungary	Budapest	27.9.2020	-25	-11	1	-30	-9	0
HU	Hungary	Budapest	28.9.2020	-27	-14	-19	-31	-29	9
HU	Hungary	Budapest	29.9.2020	-22	-6	3	-27	-29	8
HU	Hungary	Budapest	30.9.2020	-24	-9	-8	-29	-29	8
HU	Hungary	Budapest	1.10.2020	-25	-8	-14	-29	-27	8
HU	Hungary	Budapest	2.10.2020	-23	-5	9	-28	-27	6
HU	Hungary	Budapest	3.10.2020	-27	-13	22	-25	-7	-2
HU	Hungary	Budapest	4.10.2020	-21	-8	10	-27	-8	-1
HU	Hungary	Budapest	5.10.2020	-21	-7	8	-27	-27	7
HU	Hungary	Budapest	6.10.2020	-20	-3	22	-26	-28	7
HU	Hungary	Budapest	7.10.2020	-25	-9	-20	-29	-27	8
HU	Hungary	Budapest	8.10.2020	-19	-2	-2	-25	-27	7
HU	Hungary	Budapest	9.10.2020	-17	-5	15	-25	-26	5
HU	Hungary	Budapest	10.10.2020	-21	-9	17	-22	-5	-2
HU	Hungary	Budapest	11.10.2020	-21	-3	-27	-29	-9	1
HU	Hungary	Budapest	12.10.2020	-28	-13	-41	-33	-28	10
HU	Hungary	Budapest	13.10.2020	-29	-13	-40	-32	-29	10
HU	Hungary	Budapest	14.10.2020	-24	-4	-15	-29	-27	9
HU	Hungary	Budapest	15.10.2020	-25	-8	-33	-29	-27	9
HU	Hungary	Budapest	16.10.2020	-23	-6	-17	-29	-26	8
HU	Hungary	Budapest	17.10.2020	-28	-9	-35	-34	-10	4
HU	Hungary	Budapest	18.10.2020	-23	-8	-1	-31	-10	1
HU	Hungary	Budapest	19.10.2020	-24	-9	-15	-31	-27	9
HU	Hungary	Budapest	20.10.2020	-21	-5	8	-29	-28	8
HU	Hungary	Budapest	21.10.2020	-21	-4	10	-29	-27	8
HU	Hungary	Budapest	22.10.2020	-14	16	11	-24	-31	5
HU	Hungary	Budapest	23.10.2020	-61	-82	22	-58	-83	20
HU	Hungary	Budapest	24.10.2020	-33	-9	-12	-36	-15	2
HU	Hungary	Budapest	25.10.2020	-35	-14	-40	-39	-14	0
HU	Hungary	Budapest	26.10.2020	-22	-8	2	-34	-41	10
HU	Hungary	Budapest	27.10.2020	-21	-6	28	-32	-40	10
HU	Hungary	Budapest	28.10.2020	-22	-8	22	-32	-39	10
HU	Hungary	Budapest	29.10.2020	-28	-11	-25	-36	-40	11
HU	Hungary	Budapest	30.10.2020	-30	-11	-25	-38	-40	11
HU	Hungary	Budapest	31.10.2020	-35	-9	-23	-35	-8	2
HU	Hungary	Budapest	1.11.2020	-57	-76	-14	-41	-25	2
HU	Hungary	Budapest	2.11.2020	-27	-2	-22	-33	-28	10
HU	Hungary	Budapest	3.11.2020	-26	-4	-5	-31	-28	10
HU	Hungary	Budapest	4.11.2020	-27	-7	-20	-32	-28	11
HU	Hungary	Budapest	5.11.2020	-28	-6	-26	-33	-29	11
HU	Hungary	Budapest	6.11.2020	-27	-5	-8	-32	-27	10
HU	Hungary	Budapest	7.11.2020	-30	-8	-2	-32	-6	3
HU	Hungary	Budapest	8.11.2020	-29	-10	-10	-36	-11	3
HU	Hungary	Budapest	9.11.2020	-24	-7	-13	-34	-29	11
HU	Hungary	Budapest	10.11.2020	-21	-5	-9	-33	-30	11
HU	Hungary	Budapest	11.11.2020	-43	-10	-24	-44	-38	16
HU	Hungary	Budapest	12.11.2020	-43	-7	-33	-45	-38	16
HU	Hungary	Budapest	13.11.2020	-43	-7	-26	-45	-37	16
HU	Hungary	Budapest	14.11.2020	-46	-8	-32	-44	-15	8
HU	Hungary	Budapest	15.11.2020	-44	-11	-25	-46	-21	6
HU	Hungary	Budapest	16.11.2020	-41	-15	-24	-46	-38	16
HU	Hungary	Budapest	17.11.2020	-41	-9	-6	-44	-39	15
HU	Hungary	Budapest	18.11.2020	-42	-11	-3	-45	-38	16
HU	Hungary	Budapest	19.11.2020	-44	-12	-26	-46	-39	17
HU	Hungary	Budapest	20.11.2020	-44	-11	-31	-47	-38	16
HU	Hungary	Budapest	21.11.2020	-46	-10	-17	-43	-13	7
HU	Hungary	Budapest	22.11.2020	-45	-11	-23	-46	-18	6
HU	Hungary	Budapest	23.11.2020	-42	-18	-32	-48	-39	17
HU	Hungary	Budapest	24.11.2020	-43	-14	-25	-47	-39	16
HU	Hungary	Budapest	25.11.2020	-43	-14	-30	-47	-39	17
HU	Hungary	Budapest	26.11.2020	-44	-13	-36	-47	-39	17
HU	Hungary	Budapest	27.11.2020	-43	-12	-36	-47	-38	16
HU	Hungary	Budapest	28.11.2020	-46	-11	-42	-45	-13	8
HU	Hungary	Budapest	29.11.2020	-42	-9	-18	-44	-17	6
HU	Hungary	Budapest	30.11.2020	-41	-18	-28	-47	-38	16
HU	Hungary	Budapest	1.12.2020	-41	-12	-23	-46	-38	16
HU	Hungary	Budapest	2.12.2020	-40	-9	-26	-45	-37	16
HU	Hungary	Budapest	3.12.2020	-42	-10	-44	-46	-38	17
HU	Hungary	Budapest	4.12.2020	-39	-3	-34	-44	-37	15
HU	Hungary	Budapest	5.12.2020	-39	0	-19	-37	-9	6
HU	Hungary	Budapest	6.12.2020	-40	-4	-12	-39	-12	4
HU	Hungary	Budapest	7.12.2020	-41	-19	-43	-47	-38	16
HU	Hungary	Budapest	8.12.2020	-38	-9	-24	-44	-37	15
HU	Hungary	Budapest	9.12.2020	-38	-11	-25	-44	-37	15
HU	Hungary	Budapest	10.12.2020	-40	-10	-39	-44	-37	16
HU	Hungary	Budapest	11.12.2020	-39	-7	-30	-44	-36	15
HU	Hungary	Budapest	12.12.2020	-38	-2	-37	-34	45	5
HU	Hungary	Budapest	13.12.2020	-33	4	-21	-38	-13	6
HU	Hungary	Budapest	14.12.2020	-33	-11	-26	-44	-37	15
HU	Hungary	Budapest	15.12.2020	-33	-4	-22	-42	-38	14
HU	Hungary	Budapest	16.12.2020	-34	-4	-22	-41	-37	15
HU	Hungary	Budapest	17.12.2020	-33	-1	-28	-41	-37	15
HU	Hungary	Budapest	18.12.2020	-36	-3	-24	-41	-37	15
HU	Hungary	Budapest	19.12.2020	-38	1	-31	-34	-10	7
HU	Hungary	Budapest	20.12.2020	-33	9	-26	-37	-8	6
HU	Hungary	Budapest	21.12.2020	-21	8	-15	-42	-53	17
HU	Hungary	Budapest	22.12.2020	-25	18	-26	-45	-57	18
HU	Hungary	Budapest	23.12.2020	-31	18	-14	-50	-64	20
HU	Hungary	Budapest	24.12.2020	-75	-45	-53	-75	-86	28
HU	Hungary	Budapest	25.12.2020	-92	-92	-39	-81	-89	28
HU	Hungary	Budapest	26.12.2020	-87	-89	-29	-69	-51	9
HU	Hungary	Budapest	27.12.2020	-52	-19	-37	-51	-18	4
HU	Hungary	Budapest	28.12.2020	-43	-18	-25	-58	-70	22
HU	Hungary	Budapest	29.12.2020	-42	-9	14	-55	-70	21
HU	Hungary	Budapest	30.12.2020	-44	2	-29	-57	-70	23
HU	Hungary	Budapest	31.12.2020	-65	-20	-30	-64	-78	25
AU	Australia	Melbourne	15.2.2020	1	-1	-31	6	0	2
AU	Australia	Melbourne	16.2.2020	3	7	-8	2	-2	0
AU	Australia	Melbourne	17.2.2020	3	9	-1	10	7	-2
AU	Australia	Melbourne	18.2.2020	0	-2	-23	4	6	1
AU	Australia	Melbourne	19.2.2020	8	4	-19	5	4	1
AU	Australia	Melbourne	20.2.2020	12	8	-1	8	5	-1
AU	Australia	Melbourne	21.2.2020	10	13	8	12	7	-2
AU	Australia	Melbourne	22.2.2020	24	9	18	25	4	-1
AU	Australia	Melbourne	23.2.2020	16	7	12	15	-2	-2
AU	Australia	Melbourne	24.2.2020	4	5	-19	9	7	0
AU	Australia	Melbourne	25.2.2020	5	6	-3	8	5	0
AU	Australia	Melbourne	26.2.2020	6	10	2	9	5	0
AU	Australia	Melbourne	27.2.2020	5	5	-10	8	7	0
AU	Australia	Melbourne	28.2.2020	16	16	16	17	7	-2
AU	Australia	Melbourne	29.2.2020	14	10	20	22	4	-1
AU	Australia	Melbourne	1.3.2020	3	6	-11	7	-1	0
AU	Australia	Melbourne	2.3.2020	7	13	-13	14	9	-1
AU	Australia	Melbourne	3.3.2020	8	13	-5	7	6	0
AU	Australia	Melbourne	4.3.2020	2	11	-21	7	5	1
AU	Australia	Melbourne	5.3.2020	-2	4	-37	10	4	2
AU	Australia	Melbourne	6.3.2020	4	19	15	10	6	-2
AU	Australia	Melbourne	7.3.2020	6	10	31	18	0	0
AU	Australia	Melbourne	8.3.2020	16	12	56	35	-6	-3
AU	Australia	Melbourne	9.3.2020	-19	-11	69	-41	-65	12
AU	Australia	Melbourne	10.3.2020	-1	9	-2	5	4	1
AU	Australia	Melbourne	11.3.2020	-2	12	-11	5	4	2
AU	Australia	Melbourne	12.3.2020	-1	14	-5	8	3	2
AU	Australia	Melbourne	13.3.2020	-6	19	-8	2	2	4
AU	Australia	Melbourne	14.3.2020	-10	13	-13	-7	1	5
AU	Australia	Melbourne	15.3.2020	-20	14	-38	-20	-6	5
AU	Australia	Melbourne	16.3.2020	-15	34	-20	-10	-6	6
AU	Australia	Melbourne	17.3.2020	-26	21	-27	-27	-16	11
AU	Australia	Melbourne	18.3.2020	-39	-4	-45	-37	-24	15
AU	Australia	Melbourne	19.3.2020	-44	-3	-47	-42	-29	17
AU	Australia	Melbourne	20.3.2020	-49	-5	-41	-43	-30	18
AU	Australia	Melbourne	21.3.2020	-54	-17	-53	-47	-19	14
AU	Australia	Melbourne	22.3.2020	-58	-20	-66	-55	-24	12
AU	Australia	Melbourne	23.3.2020	-59	-18	-59	-58	-43	22
AU	Australia	Melbourne	24.3.2020	-71	-37	-57	-70	-56	29
AU	Australia	Melbourne	25.3.2020	-76	-45	-68	-74	-60	31
AU	Australia	Melbourne	26.3.2020	-77	-43	-58	-76	-63	32
AU	Australia	Melbourne	27.3.2020	-80	-41	-50	-76	-62	33
AU	Australia	Melbourne	28.3.2020	-80	-41	-57	-74	-49	22
AU	Australia	Melbourne	29.3.2020	-82	-51	-74	-78	-53	20
AU	Australia	Melbourne	30.3.2020	-78	-46	-60	-78	-66	31
AU	Australia	Melbourne	31.3.2020	-80	-51	-59	-81	-68	33
AU	Australia	Melbourne	1.4.2020	-81	-57	-67	-82	-69	34
AU	Australia	Melbourne	2.4.2020	-83	-58	-79	-83	-70	37
AU	Australia	Melbourne	3.4.2020	-83	-46	-63	-81	-68	36
AU	Australia	Melbourne	4.4.2020	-85	-49	-83	-79	-54	27
AU	Australia	Melbourne	5.4.2020	-84	-51	-85	-82	-57	22
AU	Australia	Melbourne	6.4.2020	-80	-48	-68	-81	-68	32
AU	Australia	Melbourne	7.4.2020	-81	-50	-69	-82	-69	35
AU	Australia	Melbourne	8.4.2020	-81	-53	-69	-82	-69	35
AU	Australia	Melbourne	9.4.2020	-80	-40	-64	-82	-69	33
AU	Australia	Melbourne	10.4.2020	-93	-78	-64	-91	-86	43
AU	Australia	Melbourne	11.4.2020	-85	-40	-83	-82	-60	27
AU	Australia	Melbourne	12.4.2020	-86	-54	-76	-83	-60	22
AU	Australia	Melbourne	13.4.2020	-85	-56	-58	-90	-86	36
AU	Australia	Melbourne	14.4.2020	-81	-51	-66	-83	-70	34
AU	Australia	Melbourne	15.4.2020	-82	-56	-70	-83	-70	35
AU	Australia	Melbourne	16.4.2020	-82	-50	-71	-82	-68	35
